date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-07,2424.42,2458.26,2437.68,2416.16,183608.3,21.65,0.9,2452.252,2475.192,2456.621,198903.29,211877.66,210403.19
2018-09-06,2432.4,2449.83,2416.03,2408.93,208739.11,-25.2,-1.03,2459.612,2478.624,2459.897,214625.19,214277.44,210933.38
2018-09-05,2488.9,2493.47,2441.23,2441.23,213164.44,-59.21,-2.37,2472.248,2483.128,2464.327,209344.47,212259.96,213784.9
2018-09-04,2467.25,2507.04,2500.44,2451.72,205938.05,34.56,1.4,2484.698,2484.02,2464.615,203079.54,206996.43,214922.14
2018-09-03,2461.86,2470.51,2465.88,2445.87,183066.55,-8.6,-0.35,2486.84,2479.214,2463.582,204695.18,210761.58,219501.3
2018-08-31,2462.8,2490.46,2474.48,2455.99,262217.81,-4.73,-0.19,2498.132,2473.539,2460.615,224852.04,215456.21,223209.49
2018-08-30,2506.53,2519.4,2479.21,2479.21,182335.52,-24.27,-0.97,2497.636,2463.508,2457.566,213929.69,209864.28,220871.7
2018-08-29,2506.15,2515.0,2503.48,2497.82,181839.77,-7.67,-0.3,2494.008,2456.103,2455.621,215175.45,217129.44,226555.48
2018-08-28,2524.92,2530.5,2511.15,2503.81,214016.27,-11.19,-0.44,2483.342,2446.627,2454.96,210913.32,218701.64,231149.63
2018-08-27,2484.41,2522.34,2522.34,2482.52,283850.81,50.34,2.04,2471.588,2442.432,2456.658,216827.98,214371.94,230569.78
2018-08-24,2449.37,2496.39,2472.0,2438.72,207606.08,10.93,0.44,2448.946,2438.049,2457.607,206060.38,208928.71,228630.37
2018-08-23,2453.66,2474.69,2461.07,2435.16,188564.3,10.92,0.45,2429.38,2441.17,2460.261,205798.86,207589.31,227733.43
2018-08-22,2461.4,2461.4,2450.15,2438.94,160529.16,-2.23,-0.09,2418.198,2445.525,2463.757,219083.44,215309.84,230969.43
2018-08-21,2411.98,2461.14,2452.38,2410.89,243589.55,43.25,1.79,2409.912,2445.21,2469.434,226489.96,222847.86,236196.61
2018-08-20,2386.14,2409.13,2409.13,2370.82,230012.83,34.96,1.47,2413.276,2447.95,2474.994,211915.91,228241.01,248433.84
2018-08-17,2427.47,2429.68,2374.17,2370.04,206298.48,-30.99,-1.29,2427.152,2447.691,2480.878,211797.04,230962.77,256746.03
2018-08-16,2381.01,2430.92,2405.16,2367.05,254987.19,-3.56,-0.15,2452.96,2451.624,2486.858,209379.76,231879.13,263657.84
2018-08-15,2467.25,2467.45,2408.72,2405.6,197561.73,-60.48,-2.45,2472.852,2455.139,2487.908,211536.24,235981.52,261131.51
2018-08-14,2475.47,2482.71,2469.2,2454.98,170719.31,-9.31,-0.38,2480.508,2463.292,2488.51,219205.75,243597.62,260157.16
2018-08-13,2480.1,2485.23,2478.51,2442.23,229418.48,-24.7,-0.99,2482.624,2470.884,2486.572,244566.11,246767.62,259954.41
2018-08-10,2505.31,2518.11,2503.21,2485.98,194212.09,-1.41,-0.06,2468.23,2477.164,2485.085,250128.5,248332.02,258419.71
2018-08-09,2437.45,2510.36,2504.62,2435.79,265769.59,57.62,2.35,2450.288,2479.352,2483.768,254378.5,247877.54,258625.16
2018-08-08,2476.4,2481.84,2447.0,2443.07,235909.3,-32.78,-1.32,2437.426,2481.989,2482.268,260426.8,246629.01,258998.73
2018-08-07,2416.01,2480.1,2479.78,2407.64,297521.09,73.24,3.04,2446.076,2493.658,2481.532,267989.48,249545.37,257629.21
2018-08-06,2417.3,2448.98,2406.54,2393.68,257230.41,-6.96,-0.29,2459.144,2502.038,2481.104,248969.12,268626.67,253439.89
2018-08-03,2438.84,2452.07,2413.5,2413.25,215462.12,-26.81,-1.1,2486.098,2514.065,2484.342,246535.55,282529.29,252745.05
2018-08-02,2483.76,2485.41,2440.31,2412.96,296011.09,-49.94,-2.0,2508.416,2522.092,2483.798,241376.58,295436.55,254432.96
2018-08-01,2557.61,2570.31,2490.25,2489.12,273722.69,-54.87,-2.16,2526.552,2520.677,2480.5,232831.23,286281.5,252266.73
2018-07-31,2537.03,2553.81,2545.12,2521.82,202419.3,3.81,0.15,2541.24,2513.728,2474.409,231101.25,276716.7,248412.83
2018-07-30,2525.38,2562.76,2541.31,2515.55,245062.55,16.22,0.64,2544.932,2502.26,2466.602,288284.22,273141.2,252829.2
2018-07-27,2529.66,2541.23,2525.09,2515.89,189667.28,-5.9,-0.23,2542.032,2493.006,2458.856,318523.04,268507.41,253630.15
2018-07-26,2570.48,2578.72,2530.99,2525.67,253284.31,-32.7,-1.28,2535.768,2488.183,2456.597,349496.52,269372.78,254528.12
2018-07-25,2573.93,2573.96,2563.69,2550.97,265072.81,0.11,0.0,2514.802,2482.546,2451.306,339731.77,271368.44,253291.92
2018-07-24,2534.07,2579.59,2563.58,2534.07,488334.16,36.77,1.46,2486.216,2469.405,2445.754,322332.14,265713.06,253751.74
2018-07-23,2482.05,2533.77,2526.81,2478.19,396256.62,33.04,1.32,2459.588,2460.17,2442.911,257998.18,238253.11,242560.09
2018-07-20,2426.1,2506.94,2493.77,2409.05,344534.72,67.61,2.79,2443.98,2454.618,2443.393,218491.78,222960.81,234468.8
2018-07-19,2432.89,2452.45,2426.16,2418.66,204460.55,5.4,0.22,2440.598,2445.503,2447.89,189249.03,213429.37,227071.48
2018-07-18,2437.38,2458.48,2420.76,2419.32,178074.66,-9.68,-0.4,2450.29,2440.323,2455.535,203005.11,218251.95,229164.64
2018-07-17,2443.55,2446.1,2430.44,2414.35,166664.33,-18.33,-0.75,2452.594,2435.09,2464.413,209093.98,220108.96,232176.34
2018-07-16,2471.15,2484.17,2448.77,2438.86,198724.62,-28.09,-1.13,2460.752,2430.944,2472.88,218508.03,232517.21,252630.3
2018-07-13,2480.82,2481.56,2476.86,2464.95,198321.0,2.24,0.09,2465.256,2424.705,2483.841,227429.84,238752.9,255503.26
2018-07-12,2425.67,2490.44,2474.62,2425.67,273240.94,42.34,1.74,2450.408,2425.01,2493.563,237609.7,239683.45,256265.69
2018-07-11,2420.18,2443.35,2432.28,2409.31,208519.02,-38.95,-1.58,2430.356,2420.066,2503.413,233498.79,235215.41,252297.23
2018-07-10,2475.98,2477.84,2471.23,2448.86,213734.59,-0.06,-0.0,2417.586,2422.102,2516.184,231123.94,241790.42,251692.78
2018-07-09,2410.52,2471.8,2471.29,2410.52,243333.66,68.67,2.86,2401.136,2425.651,2525.643,246526.39,246867.07,250893.56
2018-07-06,2378.87,2422.4,2402.62,2349.48,249220.3,28.26,1.19,2384.154,2432.168,2534.683,250075.96,245976.78,251742.48
2018-07-05,2370.86,2398.56,2374.36,2352.97,252686.39,5.93,0.25,2399.612,2450.277,2549.314,241757.2,240713.59,251036.98
2018-07-04,2381.25,2403.51,2368.43,2365.89,196644.77,-20.55,-0.86,2409.776,2470.746,2565.205,236932.02,240077.33,248664.22
2018-07-03,2389.36,2395.08,2388.98,2331.84,290746.81,2.6,0.11,2426.618,2493.736,2582.134,252456.91,244243.71,249939.19
2018-07-02,2473.31,2473.73,2386.38,2370.4,261081.52,-93.53,-3.77,2450.166,2514.816,2597.414,247207.74,272743.39,246674.99
2018-06-29,2431.81,2481.32,2479.91,2429.59,207626.53,54.73,2.26,2480.182,2542.976,2610.455,241877.61,272253.62,243814.73
2018-06-28,2431.86,2461.17,2425.18,2418.3,228560.48,-27.46,-1.12,2500.942,2562.115,2619.374,239669.97,272847.93,246686.8
2018-06-27,2500.07,2512.59,2452.64,2438.04,274269.19,-54.08,-2.16,2531.716,2586.76,2628.41,243222.65,269379.05,247363.27
2018-06-26,2516.08,2519.16,2506.72,2470.15,264501.0,-29.74,-1.17,2560.854,2610.266,2638.948,236030.52,261595.13,247097.63
2018-06-25,2593.62,2595.99,2536.46,2535.12,234430.84,-47.25,-1.83,2579.466,2625.635,2647.272,298279.03,254920.05,243139.09
2018-06-22,2564.87,2586.33,2583.71,2553.3,196588.34,4.66,0.18,2605.77,2637.197,2653.513,302629.64,257508.18,241388.66
2018-06-21,2597.3,2628.04,2579.05,2575.17,246323.86,-19.28,-0.74,2623.288,2648.35,2657.612,306025.88,261360.38,241425.58
2018-06-20,2588.12,2607.47,2598.33,2567.5,238308.55,-1.45,-0.06,2641.804,2659.663,2662.844,295535.44,257251.11,241822.69
2018-06-19,2638.4,2646.64,2599.78,2571.69,575743.56,-68.2,-2.56,2659.678,2670.532,2669.327,287159.75,255634.66,241577.41
2018-06-15,2657.59,2677.31,2667.98,2657.51,256183.89,-3.32,-0.12,2671.804,2680.012,2676.628,211561.08,220606.59,226673.52
2018-06-14,2662.23,2691.04,2671.3,2659.57,213569.56,-0.33,-0.01,2668.624,2677.933,2680.256,212386.72,215375.83,225327.96
2018-06-13,2681.31,2686.07,2671.63,2662.75,193871.66,-16.07,-0.6,2673.412,2676.632,2681.735,216694.87,220525.68,223022.93
2018-06-12,2662.39,2691.97,2687.7,2650.97,196430.08,27.29,1.03,2677.522,2670.059,2683.992,218966.78,225347.5,224233.69
2018-06-11,2644.43,2665.93,2660.41,2633.08,197750.19,8.33,0.31,2681.386,2667.629,2687.149,224109.57,232600.12,225675.4
2018-06-08,2686.09,2686.15,2652.08,2637.36,260312.12,-43.16,-1.6,2688.22,2668.908,2691.805,229652.11,231358.14,229318.64
2018-06-07,2697.51,2717.06,2695.24,2693.1,235110.3,3.06,0.11,2687.242,2669.829,2695.437,218364.93,225269.13,228047.47
2018-06-06,2702.71,2703.41,2692.18,2688.33,205231.19,-14.84,-0.55,2679.852,2666.873,2697.145,224356.49,221490.79,226096.55
2018-06-05,2697.69,2712.12,2707.02,2680.24,222144.05,12.44,0.46,2662.596,2666.024,2698.398,231728.22,226394.26,225967.44
2018-06-04,2664.85,2697.75,2694.58,2658.57,225462.88,47.39,1.79,2653.872,2668.122,2699.191,241090.66,227520.15,230682.42
2018-06-01,2652.25,2664.31,2647.19,2637.37,203876.23,-11.1,-0.42,2649.596,2673.244,2698.655,233064.16,232740.45,232713.28
2018-05-31,2626.94,2661.66,2658.29,2624.67,265068.09,52.39,2.01,2652.416,2682.578,2698.613,232173.33,235280.09,232900.3
2018-05-30,2632.71,2637.19,2605.9,2604.91,242089.86,-57.5,-2.16,2653.894,2686.837,2698.897,218625.09,225520.19,232758.07
2018-05-29,2666.83,2676.68,2663.4,2642.87,268956.25,-9.8,-0.37,2669.452,2697.925,2701.239,221060.3,223119.88,233983.28
2018-05-28,2661.21,2682.78,2673.2,2650.4,185330.39,11.91,0.45,2682.372,2706.668,2700.746,213949.64,218750.68,234723.09
2018-05-25,2663.32,2679.85,2661.29,2650.34,199422.05,-4.39,-0.17,2696.892,2714.702,2700.387,232416.73,227279.14,237223.14
2018-05-24,2684.13,2691.03,2665.68,2664.12,197326.89,-18.01,-0.67,2712.74,2721.045,2702.471,238386.85,230825.82,239002.69
2018-05-23,2721.02,2721.02,2683.69,2683.59,254265.94,-44.31,-1.62,2719.78,2727.417,2705.33,232415.29,230702.3,248858.98
2018-05-22,2744.32,2744.32,2728.0,2711.06,233402.95,-17.8,-0.65,2726.398,2730.772,2704.391,225179.46,225540.63,248806.31
2018-05-21,2753.88,2761.72,2745.8,2739.68,277665.81,5.27,0.19,2730.964,2730.26,2700.36,223551.71,233844.69,251205.99
2018-05-18,2697.72,2741.01,2740.53,2690.99,229272.67,39.65,1.47,2732.512,2724.065,2697.198,222141.55,232686.12,250335.54
2018-05-17,2720.77,2724.39,2700.88,2698.17,167469.06,-15.9,-0.58,2729.35,2714.647,2692.86,223264.78,230520.52,254646.86
2018-05-16,2739.89,2744.62,2716.78,2714.26,218086.8,-34.05,-1.24,2735.054,2710.957,2689.601,228989.32,239995.96,259843.28
2018-05-15,2760.2,2760.57,2750.83,2731.57,225264.22,-2.71,-0.1,2735.146,2704.552,2686.997,225901.79,244846.68,267313.32
2018-05-14,2736.98,2761.49,2753.54,2736.04,270615.0,28.82,1.06,2729.556,2694.823,2685.775,244137.67,250695.51,266925.11
2018-05-11,2737.23,2738.65,2724.72,2720.55,234888.84,-4.68,-0.17,2715.618,2686.071,2685.583,243230.69,247167.14,266450.44
2018-05-10,2727.52,2738.63,2729.4,2712.47,196091.75,12.16,0.45,2699.944,2683.897,2688.614,237776.25,247179.55,274200.4
2018-05-09,2723.09,2725.2,2717.24,2706.48,202649.16,-5.64,-0.21,2686.86,2683.242,2691.184,251002.6,267015.67,283437.08
2018-05-08,2683.84,2736.76,2722.88,2682.79,316443.62,39.03,1.45,2673.958,2678.01,2691.109,263791.57,272072.0,286451.4
2018-05-07,2649.1,2686.22,2683.85,2638.17,266080.09,37.5,1.42,2660.09,2670.46,2690.083,257253.34,268567.29,283995.34
2018-05-04,2659.27,2669.7,2646.35,2643.26,207616.62,-17.63,-0.66,2656.524,2670.33,2690.754,251103.59,267984.95,285005.42
2018-05-03,2643.97,2671.24,2663.98,2626.54,262223.5,11.25,0.42,2667.85,2671.072,2694.005,256582.86,278773.2,291973.95
2018-05-02,2662.08,2667.96,2652.73,2637.06,266594.03,-0.81,-0.03,2679.624,2668.244,2696.914,283028.73,279690.6,294703.73
2018-04-27,2672.64,2675.1,2653.54,2613.53,283752.47,-12.48,-0.47,2682.062,2669.441,2701.217,280352.43,289779.95,302550.99
2018-04-26,2712.52,2717.57,2666.02,2652.42,235331.34,-36.96,-1.37,2680.83,2676.727,2703.281,279881.23,283154.72,305655.11
2018-04-25,2707.71,2717.31,2702.98,2696.22,235012.94,-19.87,-0.73,2684.136,2685.095,2707.36,284866.32,285733.73,313494.38
2018-04-24,2669.61,2737.21,2722.85,2669.61,394452.88,57.93,2.17,2674.294,2693.331,2709.154,300963.53,301221.25,323114.83
2018-04-23,2637.07,2671.01,2664.92,2636.68,253212.52,17.54,0.66,2656.864,2699.126,2712.585,276352.46,299858.49,334703.82
2018-04-20,2672.36,2677.92,2647.38,2632.75,281396.47,-35.17,-1.31,2656.82,2704.207,2722.673,299207.47,300830.79,337296.09
2018-04-19,2661.3,2693.14,2682.55,2656.15,260256.77,28.78,1.08,2672.624,2709.706,2735.013,286428.2,299423.4,339920.65
2018-04-18,2666.62,2668.79,2653.77,2623.97,315499.03,18.07,0.69,2686.054,2711.178,2746.105,286601.14,302025.89,340472.51
2018-04-17,2669.26,2683.5,2635.7,2633.59,271397.5,-29.0,-1.09,2712.368,2716.938,2758.28,301478.96,305174.7,337719.03
2018-04-16,2716.58,2723.58,2664.7,2656.52,367487.56,-61.7,-2.26,2741.388,2725.583,2770.031,323364.53,309716.87,337745.2
2018-04-13,2765.67,2771.03,2726.4,2724.17,217500.14,-23.3,-0.85,2751.594,2732.992,2781.545,302454.12,315322.04,332500.86
2018-04-12,2785.12,2785.31,2749.7,2747.77,261121.48,-35.64,-1.28,2746.788,2729.835,2788.792,312418.61,328155.51,337069.01
2018-04-11,2782.67,2803.88,2785.34,2767.38,389888.12,4.54,0.16,2736.302,2729.624,2795.476,317450.63,341255.02,344316.73
2018-04-10,2719.52,2781.27,2780.8,2710.87,380825.34,65.07,2.4,2721.508,2724.977,2801.688,308870.45,345008.42,347314.86
2018-04-09,2706.33,2721.59,2715.73,2688.83,262935.5,13.36,0.49,2709.778,2726.044,2808.058,296069.22,369549.14,344025.84
2018-04-04,2706.42,2730.25,2702.37,2698.89,267322.59,5.1,0.19,2714.39,2741.138,2817.184,328189.96,373761.4,345360.59
2018-04-03,2690.63,2709.91,2697.27,2683.05,286281.62,-14.1,-0.52,2712.882,2760.319,2825.973,343892.41,380417.9,350953.29
2018-04-02,2717.12,2754.65,2711.37,2707.63,346987.19,-10.78,-0.4,2722.946,2781.032,2835.733,365059.41,378919.14,360435.99
2018-03-30,2735.62,2740.82,2722.15,2714.77,316819.19,-16.64,-0.61,2728.446,2799.621,2843.364,381146.39,370263.35,358070.21
2018-03-29,2699.14,2757.78,2738.79,2657.49,423539.19,43.96,1.63,2742.31,2814.479,2850.466,443029.06,365773.53,357161.51
